94,白百合学園中学校,shirayurigakuen,私立,東京,http://www.shirayuri.ed.jp/top.html,http://www.sapia.jp/school_exam/search/pdf2024/shirayuri.pdf
95,親和中学校,shinwa,私立,兵庫,http://www.kobe-shinwa.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/shinwa.pdf
96,聖セシリア女子中学校,hijiri,私立,神奈川,http://www.cecilia.ac.jp,http://www.sapia.jp/school_exam/search/pdf2024/cecilia.pdf
97,清泉女学院中学校,seisen,私立,神奈川,http://www.seisen-h.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/seisen.pdf
98,洗足学園中学校,senzokugakuen,私立,神奈川,http://www.senzoku-gakuen.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/senzoku.pdf
99,捜真女学校中学部,so,私立,神奈川,http://www.soshin.ac.jp/,http://www.sapia.jp/school_exam/search/pdf2024/soshin.pdf
100,玉川聖学院中等部,tamagawaseigakuin,私立,東京,http://www.tamasei.ed.jp,http://www.sapia.jp/school_exam/search/pdf2024/tamagawaseigakuin.pdf
101,田園調布学園中等部,denenchofu,私立,東京,http://www.chofu.ed.jp,http://www.sapia.jp/school_exam/search/pdf2024/denenchofu.pdf
102,東京家政大学附属女子中学校,tokyoukaseidaigaku,私立,東京,http://www.tokyo-kasei.ed.jp/,http://www.sapia.jp/school_exam/search/pdf2024/tokyokasei.pdf
103,東京純心女子中学校,tokyou,私立,東京,http://www.t-junshin.ac.jp/jhs/,http://www.sapia.jp/school_exam/search/pdf2024/tokyojunshin.pdf
104,東京女学館中学校,tokyoujogakkan,私立,東京,http://www.tjk.jp/mh/,http://www.sapia.jp/school_exam/search/pdf2024/tokyojogakukan.pdf
105,同志社女子中学校,doushisha,私立,京都,http://www.girls.doshisha.ac.jp/,http://www.sapia.jp/school_exam/search/pdf2024/doshishajoshi.pdf
106,桐朋女子中学校,tohoujoshi,私立,東京,http://www.toho.ac.jp/,http://www.sapia.jp/school_exam/search/pdf2024/tohojoshi.pdf
